IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,11/10/2019 0129,11/10/2019 0129,11/10/2019 0129,2019-001834,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,11/10/2019 0139,11/10/2019 0139,11/10/2019 0139,2019-001835,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : POPLAR ST,11/10/2019 0142,11/10/2019 0142,11/10/2019 0142,2019-001836,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : POPLAR ST,11/10/2019 0142,11/10/2019 0142,11/10/2019 0142,2019-001836,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,11/10/2019 0204,11/10/2019 0204,11/10/2019 0204,2019-001837,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,11/10/2019 0204,11/10/2019 0204,11/10/2019 0204,2019-001837,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,11/10/2019 0223,11/10/2019 0223,11/10/2019 0300,2019-001838,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,11/10/2019 0943,11/9/2019 2330,11/10/2019 0800,2019-001839,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,11/10/2019 1304,11/9/2019 1800,11/10/2019 1300,2019-001840,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/11/2019 0845,11/10/2019 1700,11/11/2019 0900,2019-001841,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,11/11/2019 0909,11/10/2019 1730,11/11/2019 0900,2019-001842,CLOSED
TRAFFIC CRASH : PEDESTRIAN,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),11/11/2019 1146,11/11/2019 1130,11/11/2019 1146,2019-001843,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/11/2019 1249,11/11/2019 1249,11/11/2019 1249,2019-001844,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,11/11/2019 1316,11/7/2019 1745,11/8/2019 0910,2019-001845,CLOSED
SEX OFFENSE,CITY OF OXFORD,11/11/2019 1430,4/1/2019 0000,9/1/2019 0000,2019-001853,CLOSED. REFERRED TO OTHER LE AGENCY
DATING VIOLENCE,CITY OF OXFORD,11/11/2019 1430,4/1/2019 0000,9/1/2019 0000,2019-001853,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/11/2019 1921,11/11/2019 1921,11/11/2019 1921,2019-001846,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,11/11/2019 1948,11/8/2019 0000,11/8/2019 0000,2019-001856,OPEN
DISORDERLY CONDUCT,OTHER JURISDICTION,11/11/2019 1948,5/20/2019 0000,8/25/2019 0000,2019-001855,CLOSED.  ARREST MADE BY OTHER LE AGENCY
PUBLIC INDECENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,11/11/2019 2213,11/11/2019 2213,11/11/2019 2213,2019-001847,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PATTERSON AVE (S. 0-899 BLK),11/12/2019 0007,11/12/2019 0007,11/12/2019 0007,2019-001848,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,11/12/2019 0224,11/12/2019 0224,11/12/2019 0224,2019-001849,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HALL AUDITORIUM,11/12/2019 0819,11/6/2019 1200,11/7/2019 0800,2019-001850,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,11/12/2019 0951,11/12/2019 0951,11/12/2019 1010,2019-001851,CLOSED
INFORMATION,MIAMI UNIVERSITY,11/12/2019 1105,11/12/2019 1105,11/12/2019 1105,2019-001852,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,11/12/2019 1344,11/4/2019 1922,11/4/2019 2009,2019-001854,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,11/12/2019 1805,11/12/2019 1805,11/12/2019 1901,2019-001857,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,11/12/2019 1931,11/12/2019 1931,11/12/2019 1947,2019-001858,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/12/2019 2034,11/12/2019 2034,11/12/2019 2052,2019-001859,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,11/12/2019 2136,11/12/2019 2136,11/12/2019 2136,2019-001860,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,11/12/2019 2214,11/12/2019 2214,11/12/2019 2214,2019-001862,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/12/2019 2217,11/12/2019 2217,11/12/2019 2217,2019-001861,CLOSED
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS,11/12/2019 2326,10/15/2019 2359,11/6/2019 0844,2019-001866,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : COLE SERVICE BLDG,11/13/2019 0117,11/13/2019 0117,11/13/2019 0117,2019-001863,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : COLE SERVICE BLDG,11/13/2019 0117,11/13/2019 0117,11/13/2019 0117,2019-001863,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,11/13/2019 0153,11/13/2019 0153,11/13/2019 0153,2019-001864,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,11/13/2019 0451,11/13/2019 0451,11/13/2019 0451,2019-001865,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,11/13/2019 0451,11/13/2019 0451,11/13/2019 0451,2019-001865,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,11/13/2019 0858,11/13/2019 0858,11/13/2019 0858,2019-001867,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,11/13/2019 1513,11/13/2019 1230,11/13/2019 1235,2019-001869,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,11/13/2019 1551,11/13/2019 1600,11/13/2019 2300,2019-001868,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/13/2019 2022,10/31/2019 2345,11/1/2019 0100,2019-001870,CLOSED
SEX OFFENSE,OTHER JURISDICTION,11/13/2019 2104,11/11/2019 0030,11/12/2019 0400,2019-001871,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/13/2019 2142,10/11/2019 1243,10/13/2019 1700,2019-001872,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,11/13/2019 2230,11/13/2019 2230,11/13/2019 2311,2019-001873,OPEN
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/14/2019 0206,11/14/2019 0206,11/14/2019 0206,2019-001874,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,11/14/2019 0810,11/6/2019 1200,11/11/2019 1200,2019-001875,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,11/14/2019 1027,11/14/2019 1027,11/14/2019 1030,2019-001876,CLOSED
ASSAULT,CITY OF OXFORD : BUSINESS : BRICK STREET,11/14/2019 1046,10/30/2019 0045,10/30/2019 0045,2019-001877,CLOSED. REFERRED TO OTHER LE AGENCY
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : BUSINESS : BRICK STREET,11/14/2019 1046,10/30/2019 0045,10/30/2019 0045,2019-001877,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,CITY OF OXFORD : OGDEN CT,11/14/2019 1224,11/12/2019 0700,11/12/2019 2150,2019-001878,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,11/15/2019 0231,11/15/2019 0231,11/15/2019 0231,2019-001880,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,11/15/2019 0231,11/15/2019 0231,11/15/2019 0231,2019-001880,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/15/2019 0814,11/14/2019 1600,11/15/2019 0800,2019-001881,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,11/15/2019 0908,11/14/2019 1730,11/15/2019 0900,2019-001882,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,11/15/2019 1256,11/15/2019 1300,11/15/2019 1345,2019-001883,CLOSED
ASSAULT : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,11/15/2019 1646,11/15/2019 1646,11/15/2019 1646,2019-001885,CLOSED.  CLEARED BY ARREST
DOMESTIC VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,11/15/2019 1646,11/15/2019 1646,11/15/2019 1646,2019-001885,CLOSED.  CLEARED BY ARREST
ROBBERY,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,11/15/2019 1646,11/15/2019 1646,11/15/2019 1646,2019-001885,CLOSED.  CLEARED BY ARREST
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,11/15/2019 1708,11/15/2019 1708,11/15/2019 1724,2019-001884,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,11/15/2019 1825,11/15/2019 1825,11/15/2019 1825,2019-001886,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,11/15/2019 1909,11/15/2019 1909,11/15/2019 1930,2019-001887,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,11/15/2019 2338,11/15/2019 2338,11/15/2019 2338,2019-001889,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,11/16/2019 0010,11/16/2019 0010,11/16/2019 0010,2019-001891,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,11/16/2019 0010,11/16/2019 0010,11/16/2019 0010,2019-001891,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,11/16/2019 0013,11/16/2019 0013,11/16/2019 0013,2019-001890,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,11/16/2019 0053,11/16/2019 0053,11/16/2019 0053,2019-001892,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,11/16/2019 0053,11/16/2019 0053,11/16/2019 0053,2019-001892,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,11/16/2019 0200,11/16/2019 0200,11/16/2019 0200,2019-001893,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,11/16/2019 0424,11/16/2019 0424,11/16/2019 0424,2019-001894,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,11/16/2019 0613,11/16/2019 0613,11/16/2019 0613,2019-001895,UNFOUNDED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,11/16/2019 0613,11/16/2019 0613,11/16/2019 0613,2019-001895,UNFOUNDED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,11/16/2019 0738,11/16/2019 0200,11/16/2019 0730,2019-001896,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/16/2019 0842,11/15/2019 1900,11/16/2019 0849,2019-001897,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/16/2019 2313,11/16/2019 2313,11/16/2019 2313,2019-001898,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/16/2019 2313,11/16/2019 2313,11/16/2019 2313,2019-001898,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
MENACING : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
RESISTING ARREST,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
RETALIATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/17/2019 0023,11/17/2019 0023,11/17/2019 0300,2019-001899,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,11/17/2019 0257,11/17/2019 0257,11/17/2019 0257,2019-001901,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/17/2019 1342,11/17/2019 1342,11/17/2019 1415,2019-001902,CLOSED
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,11/17/2019 1626,11/17/2019 1510,11/17/2019 1554,2019-001903,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,11/17/2019 1901,11/17/2019 1900,11/17/2019 1916,2019-001904,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,11/17/2019 2134,11/15/2019 1200,11/17/2019 2230,2019-001905,OPEN
SEX OFFENSE,OTHER JURISDICTION,11/17/2019 2136,11/17/2013 0000,11/17/2013 0000,2019-001906,CLOSED. REFERRED TO OTHER LE AGENCY
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,11/17/2019 2201,11/17/2019 1430,11/17/2019 2145,2019-001907,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : LOTTIE MOON ,11/18/2019 0809,11/15/2019 1700,11/18/2019 0809,2019-001908,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : LOTTIE MOON ,11/18/2019 0809,11/15/2019 1700,11/18/2019 0809,2019-001908,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : LOTTIE MOON ,11/18/2019 0809,11/15/2019 1700,11/18/2019 0809,2019-001908,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,11/18/2019 1412,11/18/2019 1412,11/18/2019 1425,2019-001909,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/18/2019 1619,11/16/2019 2108,11/18/2019 2108,2019-001910,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/18/2019 1619,11/16/2019 2108,11/18/2019 2108,2019-001910,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/18/2019 2200,11/18/2019 2200,11/18/2019 2200,2019-001912,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,11/19/2019 1009,11/19/2019 1000,11/19/2019 1100,2019-001913,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,11/19/2019 1638,11/19/2019 1400,11/19/2019 1530,2019-001914,UNFOUNDED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,11/19/2019 1817,11/19/2019 1817,11/19/2019 1835,2019-001915,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,11/19/2019 2113,11/19/2019 2113,11/19/2019 2258,2019-001916,CLOSED
THEFT,CITY OF OXFORD : SPRING ST,11/19/2019 2201,11/19/2019 2201,11/19/2019 2201,2019-001917,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,11/20/2019 0056,11/20/2019 0056,11/20/2019 0120,2019-001918,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,11/20/2019 0056,11/20/2019 0056,11/20/2019 0120,2019-001918,CLOSED. REFERRED TO COMMUNITY STANDARDS
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,11/20/2019 1101,11/20/2019 1101,11/20/2019 1145,2019-001919,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : HIGH ST,11/20/2019 1221,11/18/2019 1545,11/18/2019 1800,2019-001920,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,11/20/2019 1256,11/20/2019 1256,11/20/2019 1320,2019-001921,CLOSED
PASSING BAD CHECKS,MIAMI UNIVERSITY : OXFORD CAMPUS,11/20/2019 1345,11/14/2019 0500,11/20/2019 1330,2019-001922,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRISON HALL,11/20/2019 1505,11/20/2019 1450,11/20/2019 1450,2019-001923,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,11/20/2019 1612,11/20/2019 1600,11/20/2019 2300,2019-001924,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,11/20/2019 2220,11/20/2019 2220,11/20/2019 2309,2019-001925,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,11/21/2019 0129,11/21/2019 0129,11/21/2019 0129,2019-001926,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,11/21/2019 0129,11/21/2019 0129,11/21/2019 0129,2019-001926,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/21/2019 0246,11/21/2019 0246,11/21/2019 0246,2019-001927,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/21/2019 0759,11/21/2019 0400,11/21/2019 0758,2019-001928,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,11/21/2019 2156,11/21/2019 2156,11/21/2019 2156,2019-001929,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,11/21/2019 2208,11/21/2019 2208,11/21/2019 2208,2019-001930,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/21/2019 2259,11/21/2019 2259,11/21/2019 2259,2019-001931,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,11/21/2019 2338,11/21/2019 2338,11/21/2019 2338,2019-001932,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,11/22/2019 0201,11/22/2019 0201,11/22/2019 0201,2019-001933,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,11/22/2019 0201,11/22/2019 0201,11/22/2019 0201,2019-001933,CLOSED. REFERRED TO COMMUNITY STANDARDS
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,11/22/2019 0218,11/22/2019 0218,11/22/2019 0218,2019-001935,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,11/22/2019 0249,11/22/2019 0249,11/22/2019 0249,2019-001934,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,11/22/2019 0249,11/22/2019 0249,11/22/2019 0249,2019-001934,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/22/2019 0801,11/22/2019 0400,11/22/2019 0800,2019-001936,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,11/22/2019 1235,11/22/2019 1235,11/22/2019 1235,2019-001937,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,11/22/2019 1239,11/22/2019 1239,11/22/2019 1310,2019-001938,CLOSED
INFORMATION,CITY OF OXFORD : COLLEGE CORNER PIKE US 27,11/22/2019 1557,1/1/2017 0000,11/29/2019 1100,2019-001939,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE : FONDLING,CITY OF OXFORD : COLLEGE CORNER PIKE US 27,11/22/2019 1557,1/1/2017 0000,11/29/2019 1100,2019-001939,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,11/22/2019 1707,11/22/2019 1707,11/22/2019 1730,2019-001940,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,11/22/2019 1940,11/22/2019 1200,11/22/2019 1940,2019-001941,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/22/2019 2113,11/22/2019 2113,11/22/2019 2135,2019-001942,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,11/22/2019 2113,11/22/2019 2113,11/22/2019 2135,2019-001942,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,11/22/2019 2216,11/22/2019 2216,11/22/2019 2216,2019-001943,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,11/22/2019 2216,11/22/2019 2216,11/22/2019 2216,2019-001943,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/23/2019 0029,11/23/2019 0029,11/23/2019 0029,2019-001944,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/23/2019 0029,11/23/2019 0029,11/23/2019 0029,2019-001944,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,11/23/2019 0050,11/23/2019 0050,11/23/2019 0050,2019-001945,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/23/2019 0124,11/23/2019 0124,11/23/2019 0200,2019-001946,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,11/23/2019 0124,11/23/2019 0124,11/23/2019 0200,2019-001946,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,11/23/2019 0322,11/23/2019 0322,11/23/2019 0322,2019-001947,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,11/23/2019 0322,11/23/2019 0322,11/23/2019 0322,2019-001947,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,11/23/2019 0659,11/23/2019 0130,11/23/2019 0700,2019-001948,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,11/23/2019 0741,11/22/2019 1730,11/23/2019 0741,2019-001949,CLOSED
